Date,Ticker,Close,Volume
28/09/1959,_GDAXIPD,371.9,0
29/09/1959,_GDAXIPD,374.8,0
30/09/1959,_GDAXIPD,375.3,0
01/10/1959,_GDAXIPD,366.2,0
02/10/1959,_GDAXIPD,362,0
05/10/1959,_GDAXIPD,352,0
06/10/1959,_GDAXIPD,347.5,0
07/10/1959,_GDAXIPD,349.5,0
08/10/1959,_GDAXIPD,355.9,0
09/10/1959,_GDAXIPD,358.1,0
12/10/1959,_GDAXIPD,348.6,0
13/10/1959,_GDAXIPD,344.6,0
14/10/1959,_GDAXIPD,344.8,0
15/10/1959,_GDAXIPD,344.8,0
16/10/1959,_GDAXIPD,337.4,0
19/10/1959,_GDAXIPD,328.5,0
20/10/1959,_GDAXIPD,333.3,0
21/10/1959,_GDAXIPD,351.9,0
22/10/1959,_GDAXIPD,354.7,0
23/10/1959,_GDAXIPD,357,0
26/10/1959,_GDAXIPD,364,0
27/10/1959,_GDAXIPD,362.9,0
28/10/1959,_GDAXIPD,359.5,0
29/10/1959,_GDAXIPD,361,0
30/10/1959,_GDAXIPD,369.6,0
02/11/1959,_GDAXIPD,364.9,0
03/11/1959,_GDAXIPD,369,0
04/11/1959,_GDAXIPD,372.6,0
05/11/1959,_GDAXIPD,372.1,0
06/11/1959,_GDAXIPD,372.2,0
09/11/1959,_GDAXIPD,374.6,0
10/11/1959,_GDAXIPD,377.7,0
11/11/1959,_GDAXIPD,377.7,0
12/11/1959,_GDAXIPD,377.7,0
13/11/1959,_GDAXIPD,377.9,0
16/11/1959,_GDAXIPD,378.6,0
17/11/1959,_GDAXIPD,377.7,0
19/11/1959,_GDAXIPD,381.4,0
20/11/1959,_GDAXIPD,379.5,0
23/11/1959,_GDAXIPD,378,0
24/11/1959,_GDAXIPD,374,0
25/11/1959,_GDAXIPD,369.1,0
26/11/1959,_GDAXIPD,370.6,0
27/11/1959,_GDAXIPD,376,0
30/11/1959,_GDAXIPD,379.5,0
01/12/1959,_GDAXIPD,382.3,0
02/12/1959,_GDAXIPD,384,0
03/12/1959,_GDAXIPD,384.3,0
04/12/1959,_GDAXIPD,383.5,0
07/12/1959,_GDAXIPD,386.7,0
08/12/1959,_GDAXIPD,389.4,0
09/12/1959,_GDAXIPD,392.6,0
10/12/1959,_GDAXIPD,393.9,0
11/12/1959,_GDAXIPD,396,0
14/12/1959,_GDAXIPD,400,0
15/12/1959,_GDAXIPD,399.3,0
16/12/1959,_GDAXIPD,397,0
17/12/1959,_GDAXIPD,395.8,0
18/12/1959,_GDAXIPD,394.4,0
21/12/1959,_GDAXIPD,395.4,0
22/12/1959,_GDAXIPD,396.5,0
23/12/1959,_GDAXIPD,400,0
28/12/1959,_GDAXIPD,411.5,0
29/12/1959,_GDAXIPD,413,0
30/12/1959,_GDAXIPD,412.2,0
31/12/1959,_GDAXIPD,417.8,0
04/01/1960,_GDAXIPD,426.1,0
05/01/1960,_GDAXIPD,422.2,0
06/01/1960,_GDAXIPD,424.4,0
07/01/1960,_GDAXIPD,422.9,0
08/01/1960,_GDAXIPD,419.5,0
11/01/1960,_GDAXIPD,416.4,0
12/01/1960,_GDAXIPD,413.1,0
13/01/1960,_GDAXIPD,421.6,0
14/01/1960,_GDAXIPD,421.7,0
15/01/1960,_GDAXIPD,420.4,0
18/01/1960,_GDAXIPD,418.2,0
19/01/1960,_GDAXIPD,413.1,0
20/01/1960,_GDAXIPD,412.2,0
21/01/1960,_GDAXIPD,415.1,0
22/01/1960,_GDAXIPD,417.2,0
25/01/1960,_GDAXIPD,415.2,0
26/01/1960,_GDAXIPD,412.7,0
27/01/1960,_GDAXIPD,416.1,0
28/01/1960,_GDAXIPD,417.7,0
29/01/1960,_GDAXIPD,417.2,0
01/02/1960,_GDAXIPD,419.8,0
02/02/1960,_GDAXIPD,426.2,0
03/02/1960,_GDAXIPD,426,0
04/02/1960,_GDAXIPD,425.3,0
05/02/1960,_GDAXIPD,428.1,0
08/02/1960,_GDAXIPD,429.9,0
09/02/1960,_GDAXIPD,428.3,0
10/02/1960,_GDAXIPD,426.6,0
11/02/1960,_GDAXIPD,421,0
12/02/1960,_GDAXIPD,419.2,0
15/02/1960,_GDAXIPD,416,0
16/02/1960,_GDAXIPD,411.8,0
17/02/1960,_GDAXIPD,410.8,0
18/02/1960,_GDAXIPD,418.6,0
19/02/1960,_GDAXIPD,415.7,0
22/02/1960,_GDAXIPD,409.2,0
23/02/1960,_GDAXIPD,411.8,0
24/02/1960,_GDAXIPD,410.5,0
25/02/1960,_GDAXIPD,407,0
26/02/1960,_GDAXIPD,407.9,0
29/02/1960,_GDAXIPD,410.2,0
01/03/1960,_GDAXIPD,412.8,0
02/03/1960,_GDAXIPD,413.5,0
03/03/1960,_GDAXIPD,413,0
04/03/1960,_GDAXIPD,411.3,0
07/03/1960,_GDAXIPD,411.4,0
08/03/1960,_GDAXIPD,410.4,0
09/03/1960,_GDAXIPD,405,0
10/03/1960,_GDAXIPD,401.6,0
11/03/1960,_GDAXIPD,394.8,0
14/03/1960,_GDAXIPD,397,0
15/03/1960,_GDAXIPD,403.1,0
16/03/1960,_GDAXIPD,405,0
17/03/1960,_GDAXIPD,400,0
18/03/1960,_GDAXIPD,398.3,0
21/03/1960,_GDAXIPD,403.4,0
22/03/1960,_GDAXIPD,407,0
23/03/1960,_GDAXIPD,407.1,0
24/03/1960,_GDAXIPD,412.5,0
25/03/1960,_GDAXIPD,413.2,0
28/03/1960,_GDAXIPD,412.3,0
29/03/1960,_GDAXIPD,412.6,0
30/03/1960,_GDAXIPD,412,0
31/03/1960,_GDAXIPD,411.6,0
01/04/1960,_GDAXIPD,415.6,0
04/04/1960,_GDAXIPD,421.2,0
05/04/1960,_GDAXIPD,423.3,0
06/04/1960,_GDAXIPD,424,0
07/04/1960,_GDAXIPD,426.9,0
08/04/1960,_GDAXIPD,426.8,0
11/04/1960,_GDAXIPD,425.7,0
12/04/1960,_GDAXIPD,424.6,0
13/04/1960,_GDAXIPD,426,0
14/04/1960,_GDAXIPD,428.5,0
19/04/1960,_GDAXIPD,432.7,0
20/04/1960,_GDAXIPD,430.9,0
21/04/1960,_GDAXIPD,429.6,0
22/04/1960,_GDAXIPD,430.6,0
25/04/1960,_GDAXIPD,430.2,0
26/04/1960,_GDAXIPD,426.7,0
27/04/1960,_GDAXIPD,426.7,0
28/04/1960,_GDAXIPD,427.5,0
29/04/1960,_GDAXIPD,431,0
02/05/1960,_GDAXIPD,434.1,0
03/05/1960,_GDAXIPD,429.3,0
04/05/1960,_GDAXIPD,436.2,0
05/05/1960,_GDAXIPD,436.1,0
06/05/1960,_GDAXIPD,432.7,0
