Date,Ticker,Close,Volume
09/07/1987,_FCHID,1482.89,0
10/07/1987,_FCHID,1490.42,0
16/07/1987,_FCHID,1474.22,0
17/07/1987,_FCHID,1462.11,0
20/07/1987,_FCHID,1457.38,0
21/07/1987,_FCHID,1444.71,0
22/07/1987,_FCHID,1446.65,0
23/07/1987,_FCHID,1461.3,0
24/07/1987,_FCHID,1483.55,0
27/07/1987,_FCHID,1478.54,0
28/07/1987,_FCHID,1484.7,0
29/07/1987,_FCHID,1494.49,0
30/07/1987,_FCHID,1488.41,0
31/07/1987,_FCHID,1488.3101,0
03/08/1987,_FCHID,1483.02,0
04/08/1987,_FCHID,1460.73,0
05/08/1987,_FCHID,1460.39,0
06/08/1987,_FCHID,1473.59,0
07/08/1987,_FCHID,1467.85,0
10/08/1987,_FCHID,1458.24,0
11/08/1987,_FCHID,1450.97,0
12/08/1987,_FCHID,1450.8101,0
13/08/1987,_FCHID,1458.7,0
14/08/1987,_FCHID,1486.49,0
17/08/1987,_FCHID,1487.29,0
18/08/1987,_FCHID,1471.36,0
19/08/1987,_FCHID,1461.47,0
20/08/1987,_FCHID,1466.13,0
21/08/1987,_FCHID,1471.4399,0
24/08/1987,_FCHID,1490.7,0
25/08/1987,_FCHID,1485.92,0
26/08/1987,_FCHID,1514.55,0
27/08/1987,_FCHID,1526.59,0
28/08/1987,_FCHID,1528.97,0
31/08/1987,_FCHID,1533.59,0
01/09/1987,_FCHID,1530.11,0
02/09/1987,_FCHID,1524,0
03/09/1987,_FCHID,1550.52,0
04/09/1987,_FCHID,1560.7,0
07/09/1987,_FCHID,1535.26,0
08/09/1987,_FCHID,1531.28,0
09/09/1987,_FCHID,1522.04,0
10/09/1987,_FCHID,1530.55,0
11/09/1987,_FCHID,1530.91,0
14/09/1987,_FCHID,1537.29,0
15/09/1987,_FCHID,1528.85,0
16/09/1987,_FCHID,1520.4,0
17/09/1987,_FCHID,1526.78,0
18/09/1987,_FCHID,1532.12,0
21/09/1987,_FCHID,1528.51,0
22/09/1987,_FCHID,1509.46,0
23/09/1987,_FCHID,1524.54,0
24/09/1987,_FCHID,1504.45,0
25/09/1987,_FCHID,1492.74,0
28/09/1987,_FCHID,1465.58,0
29/09/1987,_FCHID,1475.39,0
30/09/1987,_FCHID,1447.87,0
01/10/1987,_FCHID,1452.8101,0
02/10/1987,_FCHID,1456.88,0
05/10/1987,_FCHID,1463,0
06/10/1987,_FCHID,1458.13,0
07/10/1987,_FCHID,1449.77,0
08/10/1987,_FCHID,1453.9399,0
09/10/1987,_FCHID,1430.33,0
12/10/1987,_FCHID,1399.23,0
13/10/1987,_FCHID,1395.62,0
14/10/1987,_FCHID,1358.51,0
15/10/1987,_FCHID,1307.23,0
16/10/1987,_FCHID,1337.98,0
19/10/1987,_FCHID,1208.99,0
20/10/1987,_FCHID,1221.71,0
21/10/1987,_FCHID,1243.95,0
22/10/1987,_FCHID,1197.15,0
23/10/1987,_FCHID,1187.02,0
26/10/1987,_FCHID,1090.85,0
27/10/1987,_FCHID,1105.12,0
28/10/1987,_FCHID,1008.92,0
29/10/1987,_FCHID,1075.5,0
30/10/1987,_FCHID,1116.47,0
02/11/1987,_FCHID,1116.47,0
03/11/1987,_FCHID,1107.85,0
04/11/1987,_FCHID,1077.27,0
05/11/1987,_FCHID,1062.54,0
06/11/1987,_FCHID,1072.66,0
09/11/1987,_FCHID,1030.23,0
10/11/1987,_FCHID,954.72,0
11/11/1987,_FCHID,954.72,0
12/11/1987,_FCHID,1036.5699,0
13/11/1987,_FCHID,1038.71,0
16/11/1987,_FCHID,1101.16,0
17/11/1987,_FCHID,1080.33,0
18/11/1987,_FCHID,1072.08,0
19/11/1987,_FCHID,1049.4399,0
20/11/1987,_FCHID,1024.9301,0
23/11/1987,_FCHID,1035.37,0
24/11/1987,_FCHID,1077.91,0
25/11/1987,_FCHID,1075.03,0
26/11/1987,_FCHID,1067.85,0
27/11/1987,_FCHID,1066.91,0
30/11/1987,_FCHID,1037.4301,0
01/12/1987,_FCHID,1032.26,0
